Title,Location,Price_EUR,Size_sqm,Price_EUR_per_sqm,Floor,Total_floors,Year_built,Info,Link,Scraped_Date,First_Seen_Date,Price_History,Site price history,Sold,Image_Paths
"Продава 3-СТАЕН град София, Младост 1",Младост 1,270000.0,96,2812.5,9,13.0,1990,"96 кв.м, 9-ти ет. от 13, ТЕЦ, Въведен в експлоатация 1990 г., Реф.   013375  Агенция за недвижими имоти BAS Properties предлага за продажба тристаен апартамент в  ..., тел.: 0899 818 212",https://www.imot.bg/obiava-1c177616238698162-prodava-tristaen-apartament-grad-sofiya-mladost-1,2026-05-06,2026-05-06,"270,000 € (2026-05-06)",,True,
"Продава 3-СТАЕН град София, Дървеница",Дървеница,279990.0,104,2692.21,8,16.0,1980 - 1989,"104 кв.м, 8-ми ет. от 16, ТЕЦ, Въведен в експлоатация 1980 - 1989 г., За повече информация обадете ни се на тел: 0882 817 447 или 02 425 68 09 и цитирайте референтния ном ..., тел.: 0882817447",https://www.imot.bg/obiava-1c177616407333493-prodava-tristaen-apartament-grad-sofiya-darvenitsa,2026-05-06,2026-05-06,"279,990 € (2026-05-06)",,True,
"Продава 3-СТАЕН град София, Младост 4",Младост 4,228000.0,88,2590.91,2,8.0,1980 - 1989,"88 кв.м, ул. Самара, 2-ри ет. от 8, ТЕЦ, Въведен в експлоатация 1980 - 1989 г., ТОП ЛОКАЦИЯ!   На крачки от Бизнес парка и метростанция   перфектна комбинация от удобство и инвести ..., тел.: 0888222826",https://www.imot.bg/obiava-1c177677552688027-prodava-tristaen-apartament-grad-sofiya-mladost-4-ul-samara,2026-05-06,2026-05-06,"228,000 € (2026-05-06)",,True,
"Продава 3-СТАЕН град София, Младост 4",Младост 4,230000.0,92,2500.0,6,6.0,1980 - 1989,"92 кв.м, 6-ти ет. от 6, ТЕЦ, Въведен в експлоатация 1980 - 1989 г., Панел, Асансьор, Обзаведен, Контрол на достъпа, тел.: 0878528016",https://www.imot.bg/obiava-1c177684585986028-prodava-tristaen-apartament-grad-sofiya-mladost-4,2026-05-06,2026-05-06,"230,000 € (2026-05-06)",,True,
"Продава 3-СТАЕН град София, Младост 4",Младост 4,250000.0,89,2808.99,1,8.0,1980 - 1989,"89 кв.м, 1-ви ет. от 8, ТЕЦ, Въведен в експлоатация 1980 - 1989 г., Четиристаен непреходен апартамент, непосредствено до входа на метростанция и Бизнес парк. В близост  ..., тел.: 0899985438",https://www.imot.bg/obiava-1c177684876979465-prodava-tristaen-apartament-grad-sofiya-mladost-4,2026-05-06,2026-05-06,"250,000 € (2026-05-06)",,True,
"Продава 3-СТАЕН град София, Младост 1",Младост 1,209000.0,89,2348.31,1,15.0,,"89 кв.м, бул. Александър Малинов, 1-ви ет. от 15, Въведен в експлоатация, Застроена площ 89.37кв.м. по нот. акт! Апартамент с потенциал, находящ се в близост до бул. Ал. Мали ..., тел.: 0899995904",https://www.imot.bg/obiava-1c177727323861136-prodava-tristaen-apartament-grad-sofiya-mladost-1-bul-aleksandar-malinov,2026-05-06,2026-05-06,"209,000 € (2026-05-06)",,True,
"Продава 3-СТАЕН град София, Младост 1",Младост 1,229800.0,85,2703.53,7,11.0,1980 - 1989,"85 кв.м, 7-ми ет. от 11, ТЕЦ, Въведен в експлоатация 1980 - 1989 г., 3mo Real Estate има удоволствието да ви предложи за продажба прекрасен, слънчев, тристаен апартамент ..., тел.: 0895885842",https://www.imot.bg/obiava-1c177735713841120-prodava-tristaen-apartament-grad-sofiya-mladost-1,2026-05-06,2026-05-06,"229,800 € (2026-05-06)",,True,
"Продава 3-СТАЕН град София, Младост 1",Младост 1,249000.0,100,2490.0,1980,,1980 - 1989,"100 кв.м, Въведен в експлоатация 1980 - 1989 г., Агенция за недвижими имоти предлага на своите клиенти светъл и просторен четиристаен апартамент в Мл ..., тел.: 0878208555",https://www.imot.bg/obiava-1c177746188031498-prodava-tristaen-apartament-grad-sofiya-mladost-1,2026-05-06,2026-05-06,"249,000 € (2026-05-06)",,True,
"Продава 3-СТАЕН град София, Младост 4",Младост 4,230000.0,90,2555.56,2,7.0,1998,"90 кв.м, 2-ри ет. от 7, Въведен в експлоатация 1998 г., МЕТРОСТАНЦИЯ ! ГРАДСКИ ТРАНСПОРТ ! СВОБОДНО МЯСТО ЗА ПАРКИРАНЕ !  Предлагаме за продажба обзаведен т ..., тел.: 0877977726",https://www.imot.bg/obiava-1c177753037131512-prodava-tristaen-apartament-grad-sofiya-mladost-4,2026-05-06,2026-05-06,"230,000 € (2026-05-06)",,True,
"Продава 3-СТАЕН град София, Младост 4",Младост 4,224990.0,102,2205.78,6,7.0,,"102 кв.м, 6-ти ет. от 7, ТЕЦ, Въведен в експлоатация, Вита Нуова ви представя, просторен тристаен апартамент с чиста площ 91,45 кв.м. Разпределение: входн ..., тел.: 0894709539",https://www.imot.bg/obiava-1c177789058771262-prodava-tristaen-apartament-grad-sofiya-mladost-4,2026-05-06,2026-05-06,"224,990 € (2026-05-06)",,True,
"Продава 4-СТАЕН град София, Младост 4",Младост 4,279999.0,100,2799.99,5,8.0,1980 - 1989,"100 кв.м, 5-ти ет. от 8, ТЕЦ, Въведен в експлоатация 1980 - 1989 г., НОВА ОФЕРТА! Агенция за недвижими имоти предлага на своите клиенти тристаен, преусторен в четиристае ..., тел.: 0892609995",https://www.imot.bg/obiava-1d175698898201000-prodava-chetiristaen-apartament-grad-sofiya-mladost-4,2026-05-06,2026-05-06,"279,999 € (2026-05-06)",,True,
"Продава 4-СТАЕН град София, Младост 1",Младост 1,268900.0,105,2560.95,10,12.0,1980 - 1989,"105 кв.м, 10-ти ет. от 12, ТЕЦ, Въведен в експлоатация 1980 - 1989 г., Предлагаме Ви просторен апартамент с четири отделни помещения, с лесна възможност да се преустрои в  ..., тел.: 0877101902",https://www.imot.bg/obiava-1d176339758338442-prodava-chetiristaen-apartament-grad-sofiya-mladost-1,2026-05-06,2026-05-06,"268,900 € (2026-05-06)",,True,
"Продава 4-СТАЕН град София, Младост 1А",Младост 1А,275000.0,101,2722.77,2,8.0,1980 - 1989,"101 кв.м, 2-ри ет. от 8, ТЕЦ, Въведен в експлоатация 1980 - 1989 г., Преустроен на четиристаен апартамент с усвоена голяма покривна тераса над магазина на партера. Усвое ..., тел.: 0878430485",https://www.imot.bg/obiava-1d176397551853386-prodava-chetiristaen-apartament-grad-sofiya-mladost-1a,2026-05-06,2026-05-06,"275,000 € (2026-05-06)",,True,
"Продава 4-СТАЕН град София, Младост 4",Младост 4,249990.0,92,2717.28,2,8.0,1980 - 1989,"92 кв.м, ул. Божан Ангелов, 2-ри ет. от 8, ТЕЦ, Въведен в експлоатация 1980 - 1989 г., 4-стаен апартамент за продажба в София, ж.к. Младост 4  Детайлна информация на : www.novdom1.bg - Ре ..., тел.: 0896555620",https://www.imot.bg/obiava-1d176442461590185-prodava-chetiristaen-apartament-grad-sofiya-mladost-4-ul-bozhan-angelov,2026-05-06,2026-05-06,"249,990 € (2026-05-06)",,True,
"Продава 4-СТАЕН град София, Младост 3",Младост 3,254000.0,95,2673.68,15,15.0,1980 - 1989,"95 кв.м, 15-ти ет. от 15, Въведен в експлоатация 1980 - 1989 г., ARCO REAL ESTATE продава просторен тристаен апартамент, преустроен в четиристаен в кв.Младост 3, бл. ..., тел.: 0879 389 995",https://www.imot.bg/obiava-1d177547329247238-prodava-chetiristaen-apartament-grad-sofiya-mladost-3,2026-05-06,2026-05-06,"254,000 € (2026-05-06)",,True,
"Продава 4-СТАЕН град София, Младост 3",Младост 3,255000.0,120,2125.0,4,8.0,1980 - 1989,"120 кв.м, 4-ти ет. от 8, ТЕЦ, Въведен в експлоатация 1980 - 1989 г., 5 ОТДЕЛНИ ПОМЕЩЕНИЯ! МЕТРОСТАНЦИЯ! СРЕДЕН ЕТАЖ! Home2U представя просторен ЧЕТИРИСТАЕН апартамент  н ..., тел.: 0875363330",https://www.imot.bg/obiava-1d177556013475778-prodava-chetiristaen-apartament-grad-sofiya-mladost-3,2026-05-06,2026-05-06,"255,000 € (2026-05-06)",,True,
"Продава 4-СТАЕН град София, Дървеница",Дървеница,279990.0,104,2692.21,8,16.0,1980 - 1989,"104 кв.м, 8-ми ет. от 16, ТЕЦ, Въведен в експлоатация 1980 - 1989 г., За повече информация обадете ни се на тел: 0882 817 447 или 02 425 68 09 и цитирайте референтния ном ..., тел.: 0882817447",https://www.imot.bg/obiava-1d177616335903584-prodava-chetiristaen-apartament-grad-sofiya-darvenitsa,2026-05-06,2026-05-06,"279,990 € (2026-05-06)",,True,
"Продава 4-СТАЕН град София, Младост 1",Младост 1,249000.0,100,2490.0,1980,,1980 - 1989,"100 кв.м, ТЕЦ, Въведен в експлоатация 1980 - 1989 г., Агенция за недвижими имоти предлага на своите клиенти светъл и просторен четиристаен апартамент в Мл ..., тел.: 0878208555",https://www.imot.bg/obiava-1d177746167195705-prodava-chetiristaen-apartament-grad-sofiya-mladost-1,2026-05-06,2026-05-06,"249,000 € (2026-05-06)",,True,
"Продава 4-СТАЕН град София, Младост 4",Младост 4,250000.0,89,2808.99,1,8.0,1980 - 1989,"89 кв.м, 1-ви ет. от 8, ТЕЦ, Въведен в експлоатация 1980 - 1989 г., Четиристаен непреходен апартамент, непосредствено до входа на метростанция и Бизнес парк. В близост  ..., тел.: 0899985438",https://www.imot.bg/obiava-1d177789044961906-prodava-chetiristaen-apartament-grad-sofiya-mladost-4,2026-05-06,2026-05-06,"250,000 € (2026-05-06)",,True,
